SERIAL.NO.,STOCK NAME,SYMBOL,FIXED SYMBOL,PERCENT CHANGE,CMP,VOLUME,52W HIGH ,NEAR 52W HIGH ,52W HIGH DATE ,DATE DIFF,CHART ,200 DMA ,230 SMA(Nearly 200 EMA),SETUP 1,SETUP 2,SETUP 3, Work On Progress.... 1, Work On Progress.... 2
336,Alphageo (india) Limited,ALPHAGEO,NSE:ALPHAGEO,-1.57,252.43,68,522.8,,2024-12-26,285,,290.02705,301.1841739,,,Blast Setup,,
296,Talbros Automotive Components Limited,TALBROAUTO,NSE:TALBROAUTO,-0.19,292.75,6634,352.7,,2024-12-11,300,,276.8178,281.5993913,HOT Demand Zone,Demand Zone,,,
630,Ifb Industries Limited,IFBIND,NSE:IFBIND,0.05,1680,32,2359.9,,2024-10-21,351,,1464.79325,1491.103913,,,,,
522,V.s.t Tillers Tractors Limited,VSTTILLERS,NSE:VSTTILLERS,0,5562,360,5688,Alert Signal,2025-10-06,1,,4288.18375,4343.491304,,,,,
438,Enviro Infra Engineers Ltd,EIEL,NSE:EIEL,0.45,248.06,71200,391.6,,2024-12-17,294,,245.33915,246.1191943,HOT Demand Zone,Demand Zone,,,
1,Glenmark Life Sciences Ltd,ALIVUS,NSE:ALIVUS,-0.13,933.7,75,1251,,2025-02-06,243,,1030.813068,1030.813068,,,,,
199,Rail Vikas Nigam Ltd,RVNL,NSE:RVNL,-2.53,347.1,13182,514.65,,2024-10-17,355,,35.33715517,35.33715517,,,,,
152,Clean Science & Technology Ltd,NSE:CLEAN,NSE:CLEAN,0.74,1076,11651,1640,,2024-10-17,355,,1302.962,1310.848696,,,,,
259,Ethos Ltd,ETHOSLTD,NSE:ETHOSLTD,0.47,2600,0,3216.84,,2024-12-02,309,,2593.9724,2634.68187,HOT Demand Zone,Demand Zone,,,
289,Rane Holdings Limited,RANEHOLDIN,NSE:RANEHOLDIN,0.14,1660,62,2066.75,,2024-10-16,356,,1487.82825,1533.477174,,,,,
45,Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,NSE:KAUSHALYA,-1.64,1100,1,1841.9,,2025-09-04,33,,970.41125,967.556087,,,,,
182,Adf Foods Limited,ADFFOODS,NSE:ADFFOODS,0.35,215.56,171,353.95,,2024-12-16,295,,251.2979,259.0431739,,,,,
372,Jindal Poly Films Limited,JINDALPOLY,NSE:JINDALPOLY,0.5,561.6,1304,1150,,2024-12-10,301,,683.83525,707.1497826,,,,,
664,Nuvama Wealth Management Ltd,NUVAMA,NSE:NUVAMA,0.01,6928.5,3061,8508.5,,2025-06-30,99,,6480.33575,6524.312826,HOT Demand Zone,Demand Zone,Blast Setup,Double Bottom Found!,
145,Brigade Enterprises Limited,BRIGADE,NSE:BRIGADE,0.7,899.95,153043,1410,,2024-10-08,364,,1051.092,1071.288478,,,,Possible Double Bottom Retest!,
679,K.P. Energy Ltd,KPEL,NSE:KPEL,2.19,406,22824,675,,2024-12-10,301,,450.30775,463.639726,,,,,
127,Jb Chemicals & Pharmaceuticals Limited,JBCHEPHARM,NSE:JBCHEPHARM,-0.24,1660,6998,1984,,2024-10-31,341,,1689.4475,1702.037391,HOT Demand Zone,Demand Zone,,,
262,Chemplast Sanmar Ltd,CHEMPLASTS,NSE:CHEMPLASTS,0,380,647,530,,2024-12-04,307,,437.58275,444.8819565,,,,,
467,N. B. I. Industrial Finance Company Limited,NBIFIN,NSE:NBIFIN,-0.1,2669,0,4100,,2024-12-16,295,,2638.785,2669.011087,HOT Demand Zone,Demand Zone,,,
334,Vls Finance Limited,VLSFINANCE,NSE:VLSFINANCE,0.34,221.1,62,430,,2024-10-21,351,,249.5793,267.4098261,,,Blast Setup,Possible Double Bottom Retest!,
427,Jupiter Wagons Ltd,JWL,NSE:JWL,0.46,340.3,56093,588,,2024-12-12,299,,375.50425,389.3828261,,,,,
188,Jsw Energy Limited,JSWENERGY,NSE:JSWENERGY,-0.45,538.55,2957,776.9,,2024-11-12,329,,524.124,545.0206522,HOT Demand Zone,Demand Zone,Blast Setup,,
592,Precision Camshafts Limited,PRECAM,NSE:PRECAM,0.11,200.38,17106,382.8,,2024-12-11,300,,217.24845,230.5808696,,,,,
301,Allied Blenders & Distillers Ltd,ABDL,NSE:ABDL,-0.43,553.85,7913,565.5,Alert Signal,2025-09-15,22,,414.362,403.9132609,,,,Double Bottom Found!,
365,Agarwal Industrial Corporation Limited,AGARIND,NSE:AGARIND,-0.03,933.8,484,1380,,2024-12-20,291,,1007.5485,1021.968478,,,,,
366,Agarwal Industrial Corporation Limited,AGARIND,NSE:AGARIND,-0.03,933.8,484,1380,,2024-12-20,291,,1007.5485,1021.968478,,,,,
284,Tata Investment Corporation Limited,TATAINVEST,NSE:TATAINVEST,1.54,10100,275272,11847,,2025-10-03,4,,6583.95575,6605.293696,,,,,
183,Dhanuka Agritech Limited,DHANUKA,NSE:DHANUKA,0.67,1503,132,1975,,2025-08-01,67,,1500.982,1507.87,HOT Demand Zone,Demand Zone,,,
371,Ajmera Realty & Infra India Limited,AJMERA,NSE:AJMERA,0.14,1000.85,9,1224.9,,2025-01-07,273,,916.67125,927.0036957,,,,Possible Double Bottom Retest!,
615,The India Cements Limited,INDIACEM,NSE:INDIACEM,0.84,397.7,9748,412.8,Alert Signal,2025-09-04,33,,332.21625,335.5856522,,,Blast Setup,,
266,Gandhi Special Tubes Limited,GANDHITUBE,NSE:GANDHITUBE,0.01,983,405,1031.8,Alert Signal,2025-09-08,29,,742.79725,751.201087,,,Blast Setup,,
264,Apollo Sindoori Hotels Limited,APOLSINHOT,NSE:APOLSINHOT,-0.4,1345,56,1999,,2024-10-09,363,,1403.554,1458.415,,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
154,Wendt (india) Limited,WENDT,NSE:WENDT,0.39,8989.5,4,18033.65,,2024-12-11,300,,10647.5125,11315.58565,,,,,
194,Mphasis Limited,MPHASIS,NSE:MPHASIS,0.2,2793.2,9837,3237.95,,2024-12-12,299,,2675.68675,2712.789783,HOT Demand Zone,Demand Zone,Blast Setup,,
318,Century Enka Limited,CENTENKA,NSE:CENTENKA,0.63,483.05,12,749,,2024-12-13,298,,518.3565,534.6817391,,,,,
130,Hdfc Bank Limited,HDFCBANK,NSE:HDFCBANK,0.06,974,311161,1018.85,Alert Signal,2025-07-24,75,,931.2992,926.1491739,HOT Demand Zone,Demand Zone,Blast Setup,,
572,Aspinwall And Company Limited,ASPINWALL,NSE:ASPINWALL,0,264.7,25,345.9,,2025-02-07,242,,280.75685,281.0474783,HOT Demand Zone,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
261,Capacite Infraprojects Ltd,CAPACITE,NSE:CAPACITE,0.42,284,716,465,,2024-12-18,293,,342.415,349.2228261,,,,,
566,SRM Contractors Ltd,NSE:SRM,NSE:SRM,-0.95,547.25,12189,578.95,Alert Signal,2025-10-06,1,,409.87675,396.5554348,,,,,
216,H.G. Infra Engineering Ltd,HGINFRA,NSE:HGINFRA,0,936.95,371,1559,,2025-01-02,278,,1121.7915,1151.504565,,,,,
579,Info Edge (india) Limited,NAUKRI,NSE:NAUKRI,-0.7,1377.2,1466,1825.78,,2025-01-06,274,,1449.2209,1470.931565,HOT Demand Zone,Demand Zone,Blast Setup,,
455,Reliance Infrastructure Limited,RELINFRA,NSE:RELINFRA,-0.68,242.1,2619,423.4,,2025-06-30,99,,290.4942,288.9164783,,,,,
122,Transport Corporation Of India Limited,NSE:TCI,NSE:TCI,0.88,1195.2,811,1309,Alert Signal,2024-12-09,302,,1112.3135,1116.194348,HOT Demand Zone,Demand Zone,,,
614,Tips Music Ltd,TIPSMUSIC,NSE:TIPSMUSIC,1.2,574.9,582,950,,2024-11-06,335,,648.15975,677.77,,,,,
563,Asian Energy Services Ltd,ASIANENE,NSE:ASIANENE,0.8,330.85,2979,418,,2025-01-06,274,,315.21775,319.148913,HOT Demand Zone,Demand Zone,,,
146,Marico Limited,MARICO,NSE:MARICO,-0.09,715.95,25125,759,Alert Signal,2025-08-21,47,,686.46875,678.3680435,HOT Demand Zone,Demand Zone,Blast Setup,,
91,Chemfab Alkalis Ltd,CHEMFAB,NSE:CHEMFAB,-0.22,617.55,33,1230,,2024-10-15,357,,805.77825,831.1913043,,,Blast Setup,,
168,Sun Pharmaceuticals Industries Limited,SUNPHARMA,NSE:SUNPHARMA,-0.32,1649.4,47174,1947,,2024-10-09,363,,1700.96675,1713.38913,HOT Demand Zone,Demand Zone,Blast Setup,,
553,Bf Investment Limited,BFINVEST,NSE:BFINVEST,-0.09,476.7,213,829,,2024-11-11,330,,511.0665,537.863913,,,,,
456,Marine Electricals (India) Ltd,MARINE,NSE:MARINE,0.4,225,611,333,,2024-12-17,294,,201.5883,207.7664783,,,,,
343,Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,NSE:YATHARTH,-1.28,771.05,1652,819.95,Alert Signal,2025-09-15,22,,550.875,560.613913,,,Blast Setup,,🔥 Volume Breakout!
357,Aries Agro Limited,ARIES,NSE:ARIES,0.75,387.95,5482,459.9,,2025-08-25,43,,318.02855,318.2639565,,,Blast Setup,,
229,Titagarh Rail Systems Ltd,TITAGARH,NSE:TITAGARH,0.02,899,1098,1370,,2024-12-16,295,,889.49475,928.1795652,HOT Demand Zone,Demand Zone,Blast Setup,,
668,Piramal Enterprises Limited,PEL,NSE:PEL,0.96,1133,2148582,1355.3,,2025-07-30,69,,1085.84525,1084.385217,HOT Demand Zone,Demand Zone,#N/A,#N/A,#N/A
52,Larsen & Toubro Limited,LT,NSE:LT,0.29,3748,1674,3963.5,Alert Signal,2024-12-10,301,,3503.53075,3527.505652,HOT Demand Zone,Demand Zone,Blast Setup,,
683,Central Depository Services Ltd,CDSL,NSE:CDSL,0.25,1530,25821,1989.8,,2024-12-17,294,,1485.73225,1506.718261,HOT Demand Zone,Demand Zone,Blast Setup,,
37,Heg Limited,HEG,NSE:HEG,0.04,522,1170,619.5,,2024-12-05,306,,474.0905,473.1680435,,,Blast Setup,,
463,Suraj Ltd,SURAJLTD,NSE:SURAJLTD,-0.41,315.05,0,530.4,,2024-12-30,281,,388.149,394.0434783,,,,Possible Double Bottom Retest!,🔥 Volume Breakout!
257,Shriram Finance Ltd,SHRIRAMFIN,NSE:SHRIRAMFIN,-0.57,670.2,25311,717.5,Alert Signal,2025-04-21,169,,622.7909,621.2083478,,,Blast Setup,Double Bottom Found!,
426,JSW Infrastructure Ltd,JSWINFRA,NSE:JSWINFRA,0.15,307,79699,349,,2025-09-24,13,,297.23925,299.2121739,HOT Demand Zone,Demand Zone,,,
94,DC Infotech & Communication Ltd,DCI,NSE:DCI,0.48,259.5,432,449.9,,2025-01-01,279,,70.79575,71.406,,,,,
47,SMS Lifesciences India Ltd,SMSLIFE,NSE:SMSLIFE,-0.31,1162.1,0,1690,,2024-10-16,356,,1210.10425,1208.440217,HOT Demand Zone,Demand Zone,,,
571,Balu Forge Industries Ltd,BALUFORGE,NSE:BALUFORGE,1.17,647.9,742,873.9,,2024-10-21,351,,634.278,651.1306522,HOT Demand Zone,Demand Zone,,,
263,Dolphin Offshore Enterprises (India) Ltd,DOLPHIN,NSE:DOLPHIN,-0.45,388.4,0,661.35,,2024-11-04,337,,395.2987,415.028,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
500,Electrotherm (india) Limited,ELECTHERM,NSE:ELECTHERM,0.25,1130.15,36,1455,,2024-12-12,299,,997.46075,1006.737826,,,Blast Setup,,
441,Pilani Investment And Industries Corporation Limited,PILANIINVS,NSE:PILANIINVS,0.15,5509.5,285,8207.45,,2024-10-22,350,,4815.76525,4995.210435,,,,,
489,Izmo Limited,IZMO,NSE:IZMO,-3.09,1115,8258,1374.7,,2025-09-29,8,,455.707,454.8002174,,,Blast Setup,,
170,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,NSE:SHREEPUSHK,0.84,432.8,9775,476,Alert Signal,2025-09-23,14,,319.50985,316.1986522,,,,,
280,Ghcl Limited,GHCL,NSE:GHCL,0.66,614.65,397,779,,2025-01-31,249,,622.60325,621.0684783,HOT Demand Zone,Demand Zone,Blast Setup,,
242,Zota Health Care Ltd,ZOTA,NSE:ZOTA,-0.65,1538.4,177,1555,Alert Signal,2025-09-15,22,,1030.7625,973.9584783,,,Blast Setup,,
243,Zota Health Care Ltd,ZOTA,NSE:ZOTA,-0.65,1538.4,177,1555,Alert Signal,2025-09-15,22,,1030.7625,973.9584783,,,Blast Setup,,
403,Vishnu Prakash R Punglia Ltd,VPRPL,NSE:VPRPL,0.06,92.88,1475,345.75,,2024-12-17,294,,179.82375,194.7715217,,,,,
249,Kalpataru Projects International Ltd,KPIL,NSE:KPIL,0.26,1251.2,151,1364.3,Alert Signal,2024-10-09,363,,1117.6645,1130.506957,,,,,
13,Dcm Shriram Limited,DCMSHRIRAM,NSE:DCMSHRIRAM,0.31,1197.7,2494,1502.3,,2025-07-24,75,,1148.081,1149.889348,HOT Demand Zone,Demand Zone,,,
387,V-mart Retail Limited,VMART,NSE:VMART,-1.07,825.15,29610,1130,,2024-10-31,341,,806.1453,829.2155652,HOT Demand Zone,Demand Zone,,,
212,Metro Brands Ltd,METROBRAND,NSE:METROBRAND,0.18,1239.6,18,1346.5,Alert Signal,2024-12-20,291,,1176.07475,1179.631522,HOT Demand Zone,Demand Zone,Blast Setup,,
268,Jindal Photo Limited,JINDALPHOT,NSE:JINDALPHOT,0.88,1111,36,1265,,2025-09-04,33,,845.991,843.1515217,,,Blast Setup,,
380,R K Swamy Ltd,RKSWAMY,NSE:RKSWAMY,0,146.43,816,289.44,,2024-12-18,293,,200.97245,204.4821739,,,,,
564,Jash Engineering Ltd,JASH,NSE:JASH,0.33,471.8,829,698.95,,2025-04-22,168,,563.34125,562.5845652,,,,,
600,Gopal Snacks Ltd,GOPAL,NSE:GOPAL,0.25,361.05,1580,520,,2024-11-06,335,,332.61575,348.5517391,HOT Demand Zone,,Blast Setup,,
651,Fairchem Organics Ltd,FAIRCHEMOR,NSE:FAIRCHEMOR,-0.33,777,30,1307,,2024-12-19,292,,932.6365,925.916087,,,Blast Setup,Possible Double Bottom Retest!,
95,Godfrey Phillips India Limited,GODFRYPHLP,NSE:GODFRYPHLP,0.5,3441.6,1038,3947,,2025-09-16,21,,2557.7951,2490.161391,,,Blast Setup,Possible Double Bottom Retest!,
252,Choice International Ltd,CHOICEIN,NSE:CHOICEIN,0.01,802,1188,836.8,Alert Signal,2025-09-25,12,,639.09825,625.2132609,,,Blast Setup,,
55,Icra Limited,ICRA,NSE:ICRA,0.05,6254,160,7735.4,,2024-10-17,355,,6191.48075,6258.711304,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
513,Faze Three Ltd,FAZE3Q,NSE:FAZE3Q,0.42,463.6,206,747.95,,2025-07-24,75,,489.26675,479.0632609,HOT Demand Zone,Demand Zone,,,
434,Shyam Metalics & Energy Ltd,SHYAMMETL,NSE:SHYAMMETL,-1.5,945,25031,1001,Alert Signal,2025-07-31,68,,854.7605,852.0595652,,,,,
681,Knowledge Marine & Engineering Works Ltd,KMEW,NSE:KMEW,-0.5,2212.8,48,2599.9,,2025-09-22,15,,1775.397,1809.811416,,,,,
